OrderID,OrderDate,Region,Segment,Category,SubCategory,Quantity,Sales,Discount,Profit
1753,2023-06-02,West,Home Office,Technology,Phones,9,5511.7,0.1,1096.62
1519,2023-06-02,East,Home Office,Office Supplies,Storage,7,220.69,0.0,75.26
299,2023-06-02,North,Home Office,Office Supplies,Paper,1,24.55,0.0,5.31
1371,2023-06-03,North,Corporate,Office Supplies,Storage,9,279.83,0.2,13.38
460,2023-06-03,North,Home Office,Office Supplies,Storage,8,291.43,0.1,72.0
768,2023-06-03,South,Corporate,Technology,Phones,4,1557.66,0.15,-28.67
2701,2023-06-03,North,Consumer,Office Supplies,Paper,4,197.16,0.0,60.82
2909,2023-06-03,North,Consumer,Office Supplies,Storage,8,262.11,0.3,32.55
2179,2023-06-03,West,Home Office,Office Supplies,Binders,3,132.7,0.0,43.34
2097,2023-06-03,South,Consumer,Office Supplies,Paper,8,491.66,0.0,126.25
375,2023-06-04,East,Home Office,Office Supplies,Binders,1,42.44,0.2,7.59
2436,2023-06-04,West,Consumer,Office Supplies,Storage,4,159.5,0.3,21.46
1175,2023-06-05,South,Corporate,Technology,Phones,8,3581.53,0.3,-453.17
2128,2023-06-05,West,Consumer,Furniture,Tables,6,1127.51,0.0,155.69
2410,2023-06-05,South,Home Office,Office Supplies,Paper,6,202.26,0.0,42.55
1967,2023-06-05,West,Consumer,Office Supplies,Paper,3,73.96,0.1,7.14
1085,2023-06-06,North,Consumer,Technology,Machines,9,3206.31,0.0,445.37
97,2023-06-06,West,Corporate,Office Supplies,Storage,9,294.88,0.1,78.38
1088,2023-06-06,South,Home Office,Office Supplies,Paper,8,467.02,0.0,76.62
1705,2023-06-06,West,Home Office,Technology,Phones,8,2729.74,0.3,-30.65
1067,2023-06-06,East,Home Office,Office Supplies,Paper,4,138.38,0.0,36.32
2341,2023-06-07,South,Consumer,Technology,Machines,8,4730.21,0.1,275.84
344,2023-06-07,South,Home Office,Office Supplies,Storage,4,234.63,0.0,60.44
1283,2023-06-07,West,Consumer,Office Supplies,Binders,5,315.37,0.15,11.25
1080,2023-06-08,East,Home Office,Technology,Accessories,3,1544.31,0.0,336.61
1879,2023-06-08,West,Consumer,Furniture,Bookcases,8,2246.46,0.0,181.64
2725,2023-06-08,South,Corporate,Technology,Phones,8,4449.54,0.0,705.67
1446,2023-06-08,West,Corporate,Technology,Machines,7,3328.33,0.15,-39.95
2054,2023-06-08,West,Home Office,Office Supplies,Storage,6,207.08,0.1,49.01
2148,2023-06-08,East,Corporate,Office Supplies,Paper,4,178.67,0.3,-20.3
155,2023-06-09,West,Home Office,Technology,Phones,3,1696.95,0.15,-11.66
495,2023-06-09,North,Consumer,Furniture,Chairs,9,3584.12,0.15,99.47
275,2023-06-09,East,Home Office,Furniture,Tables,5,854.41,0.0,235.6
2207,2023-06-09,North,Corporate,Furniture,Tables,9,3076.24,0.1,726.05
2249,2023-06-09,South,Corporate,Technology,Accessories,5,1472.9,0.1,337.94
1552,2023-06-09,North,Home Office,Office Supplies,Binders,5,243.35,0.1,19.2
2574,2023-06-09,North,Home Office,Office Supplies,Paper,9,342.11,0.0,91.42
2752,2023-06-10,South,Consumer,Office Supplies,Paper,1,49.26,0.3,3.56
2305,2023-06-10,West,Home Office,Technology,Accessories,3,1509.84,0.0,305.16
1169,2023-06-10,East,Corporate,Technology,Phones,8,4186.14,0.1,272.41
2048,2023-06-10,West,Corporate,Furniture,Tables,4,609.67,0.0,71.34
2859,2023-06-10,North,Consumer,Office Supplies,Paper,8,446.6,0.15,9.65
27,2023-06-10,North,Consumer,Office Supplies,Binders,3,126.07,0.3,-10.14
1984,2023-06-10,South,Corporate,Furniture,Bookcases,8,3177.31,0.1,153.3
1462,2023-06-10,South,Home Office,Office Supplies,Paper,1,34.45,0.15,2.45
362,2023-06-10,South,Consumer,Office Supplies,Paper,4,177.95,0.15,42.62
305,2023-06-10,South,Consumer,Furniture,Bookcases,4,1353.47,0.2,108.26
2985,2023-06-11,South,Consumer,Office Supplies,Paper,3,106.33,0.0,36.06
78,2023-06-11,North,Corporate,Office Supplies,Paper,8,399.27,0.15,74.35
1727,2023-06-11,North,Corporate,Technology,Accessories,1,539.24,0.0,62.54
1220,2023-06-11,West,Home Office,Technology,Accessories,6,3214.81,0.3,21.35
2722,2023-06-11,South,Corporate,Office Supplies,Paper,4,132.67,0.2,23.53
1932,2023-06-12,South,Corporate,Office Supplies,Storage,7,280.11,0.0,82.25
1728,2023-06-12,South,Home Office,Technology,Accessories,5,2815.32,0.0,319.8
2811,2023-06-12,West,Consumer,Office Supplies,Storage,5,291.25,0.0,76.58
302,2023-06-12,South,Home Office,Office Supplies,Storage,7,444.45,0.1,66.47
594,2023-06-12,South,Corporate,Furniture,Bookcases,2,356.01,0.2,31.99
2946,2023-06-13,East,Corporate,Office Supplies,Binders,2,124.44,0.0,37.68
2361,2023-06-13,North,Consumer,Office Supplies,Binders,8,447.86,0.1,15.5
2464,2023-06-13,East,Corporate,Office Supplies,Paper,3,165.22,0.2,32.51
2846,2023-06-14,South,Home Office,Office Supplies,Storage,7,415.15,0.2,28.98
1249,2023-06-14,South,Consumer,Technology,Accessories,6,2466.82,0.0,190.18
1024,2023-06-14,West,Home Office,Office Supplies,Storage,6,339.1,0.0,83.99
1962,2023-06-14,East,Consumer,Technology,Phones,5,2507.68,0.0,579.48
614,2023-06-14,East,Home Office,Technology,Accessories,2,842.2,0.2,184.01
796,2023-06-15,South,Consumer,Furniture,Chairs,1,369.43,0.2,80.3
1777,2023-06-15,East,Consumer,Furniture,Chairs,1,297.17,0.0,90.39
1809,2023-06-15,North,Home Office,Technology,Machines,7,1850.19,0.2,39.47
2187,2023-06-16,West,Home Office,Technology,Accessories,4,2058.75,0.3,-37.31
49,2023-06-16,East,Corporate,Technology,Accessories,3,961.57,0.0,59.46
633,2023-06-16,West,Home Office,Technology,Accessories,8,3329.93,0.2,450.42
2222,2023-06-16,East,Corporate,Office Supplies,Binders,9,318.57,0.1,12.19
2233,2023-06-16,North,Home Office,Office Supplies,Storage,8,432.27,0.0,150.56
1603,2023-06-17,West,Consumer,Office Supplies,Paper,9,257.02,0.0,39.03
995,2023-06-17,South,Home Office,Technology,Accessories,6,3460.63,0.1,29.3
607,2023-06-17,West,Consumer,Office Supplies,Storage,2,124.47,0.0,19.48
508,2023-06-17,North,Consumer,Office Supplies,Paper,4,200.68,0.3,-21.58
1327,2023-06-17,East,Consumer,Furniture,Tables,1,366.46,0.0,83.79
2562,2023-06-18,North,Corporate,Furniture,Tables,8,2332.5,0.0,387.11
1469,2023-06-19,East,Consumer,Technology,Machines,7,1733.48,0.0,442.8
608,2023-06-19,South,Consumer,Office Supplies,Paper,3,132.14,0.0,45.14
1613,2023-06-19,East,Home Office,Office Supplies,Binders,4,101.01,0.0,14.5
1567,2023-06-19,West,Consumer,Technology,Phones,5,1531.24,0.0,395.09
1452,2023-06-20,South,Consumer,Office Supplies,Paper,7,430.3,0.2,24.96
151,2023-06-20,West,Home Office,Office Supplies,Binders,6,246.62,0.1,45.57
342,2023-06-21,West,Corporate,Office Supplies,Paper,6,319.26,0.1,57.22
2590,2023-06-21,North,Consumer,Technology,Accessories,4,1368.66,0.0,70.95
1389,2023-06-21,North,Consumer,Office Supplies,Paper,5,146.68,0.15,3.48
2158,2023-06-21,East,Consumer,Technology,Phones,4,1371.54,0.0,156.56
2261,2023-06-21,South,Corporate,Office Supplies,Paper,3,164.11,0.0,52.01
993,2023-06-21,North,Home Office,Furniture,Chairs,1,223.57,0.0,62.11
2462,2023-06-22,North,Consumer,Technology,Machines,3,1727.01,0.15,241.15
640,2023-06-22,East,Corporate,Furniture,Bookcases,2,784.41,0.1,7.12
2507,2023-06-22,South,Home Office,Technology,Phones,4,1991.01,0.0,242.02
968,2023-06-22,South,Consumer,Office Supplies,Paper,7,332.8,0.1,61.69
2377,2023-06-22,North,Home Office,Technology,Machines,1,335.91,0.0,27.99
664,2023-06-22,North,Consumer,Office Supplies,Binders,8,362.71,0.1,36.2
605,2023-06-23,South,Home Office,Technology,Phones,4,2196.54,0.2,-52.66
1208,2023-06-24,West,Home Office,Technology,Phones,8,4782.47,0.0,544.81
2021,2023-06-24,South,Home Office,Furniture,Bookcases,8,1443.68,0.1,-9.27
1579,2023-06-25,North,Corporate,Office Supplies,Binders,2,65.7,0.0,7.58
381,2023-06-25,West,Consumer,Technology,Accessories,5,2526.29,0.1,289.37
2877,2023-06-26,North,Consumer,Furniture,Tables,6,2201.02,0.1,583.95
1170,2023-06-26,East,Corporate,Office Supplies,Paper,3,175.88,0.0,42.77
729,2023-06-26,West,Consumer,Technology,Accessories,4,1385.63,0.1,196.39
561,2023-06-26,North,Home Office,Office Supplies,Paper,8,465.65,0.0,111.45
1225,2023-06-27,North,Home Office,Technology,Phones,3,1429.81,0.1,8.45
2860,2023-06-27,South,Home Office,Office Supplies,Paper,5,236.63,0.1,44.33
2935,2023-06-27,West,Corporate,Office Supplies,Paper,9,454.07,0.2,75.19
2003,2023-06-27,South,Home Office,Furniture,Chairs,9,1461.63,0.1,96.0
702,2023-06-27,North,Consumer,Technology,Phones,6,2224.82,0.1,161.43
1056,2023-06-28,South,Home Office,Furniture,Bookcases,8,1934.35,0.0,155.06
1162,2023-06-28,West,Corporate,Office Supplies,Paper,2,93.53,0.3,2.72
1166,2023-06-29,North,Corporate,Furniture,Chairs,3,742.33,0.0,174.31
2318,2023-06-29,West,Consumer,Office Supplies,Binders,6,159.12,0.1,4.37
484,2023-06-29,North,Corporate,Furniture,Bookcases,5,1392.44,0.15,294.13
355,2023-06-30,East,Home Office,Office Supplies,Paper,7,288.31,0.15,67.44
632,2023-07-01,West,Corporate,Office Supplies,Storage,8,324.37,0.15,54.5
1137,2023-07-01,North,Consumer,Office Supplies,Paper,4,154.44,0.0,39.95
1250,2023-07-01,South,Corporate,Office Supplies,Binders,4,123.34,0.0,18.03
2796,2023-07-01,East,Consumer,Furniture,Bookcases,6,2128.36,0.2,201.64
1163,2023-07-01,South,Home Office,Office Supplies,Paper,7,354.73,0.0,80.32
2816,2023-07-01,South,Consumer,Office Supplies,Paper,7,172.14,0.0,18.47
2742,2023-07-02,South,Corporate,Office Supplies,Paper,5,252.78,0.0,37.92
1453,2023-07-02,South,Corporate,Office Supplies,Binders,9,294.01,0.0,14.71
2443,2023-07-02,East,Home Office,Office Supplies,Binders,3,99.46,0.0,20.46
2744,2023-07-02,North,Home Office,Technology,Machines,8,4820.53,0.3,185.19
818,2023-07-02,South,Consumer,Furniture,Bookcases,1,281.83,0.2,51.11
2471,2023-07-02,West,Corporate,Technology,Machines,5,2822.22,0.0,745.02
2583,2023-07-02,West,Home Office,Technology,Accessories,7,3390.6,0.2,49.57
2000,2023-07-03,East,Consumer,Technology,Phones,7,3914.97,0.0,554.17
805,2023-07-03,West,Home Office,Office Supplies,Binders,4,254.27,0.0,16.27
231,2023-07-03,East,Home Office,Furniture,Chairs,6,1031.32,0.0,181.07
1997,2023-07-04,South,Consumer,Office Supplies,Paper,7,317.75,0.1,36.46
1900,2023-07-05,South,Corporate,Furniture,Bookcases,7,1181.85,0.3,172.74
589,2023-07-05,North,Consumer,Technology,Machines,1,447.68,0.0,38.98
2654,2023-07-05,North,Home Office,Office Supplies,Paper,3,85.22,0.0,21.97
1508,2023-07-06,East,Consumer,Furniture,Chairs,8,1266.35,0.0,142.88
1351,2023-07-06,East,Corporate,Furniture,Tables,2,437.53,0.2,7.95
243,2023-07-06,East,Home Office,Office Supplies,Paper,7,352.43,0.3,40.99
1449,2023-07-07,South,Home Office,Technology,Accessories,2,576.0,0.1,55.89
2799,2023-07-07,East,Corporate,Office Supplies,Binders,4,131.74,0.3,10.41
2726,2023-07-07,East,Corporate,Office Supplies,Storage,2,95.61,0.1,25.62
93,2023-07-07,East,Corporate,Furniture,Tables,6,1694.49,0.0,339.2
2706,2023-07-07,East,Consumer,Technology,Machines,5,2041.02,0.2,329.22
454,2023-07-08,South,Home Office,Furniture,Tables,2,323.5,0.0,55.49
546,2023-07-09,South,Home Office,Furniture,Chairs,2,421.85,0.0,82.24
405,2023-07-09,South,Home Office,Technology,Accessories,2,1219.26,0.2,120.17
652,2023-07-09,West,Consumer,Office Supplies,Binders,7,186.66,0.3,-22.88
2411,2023-07-09,West,Home Office,Technology,Phones,2,770.71,0.2,54.27
174,2023-07-09,West,Consumer,Technology,Accessories,6,2480.33,0.3,93.55
39,2023-07-09,East,Home Office,Furniture,Chairs,4,939.77,0.1,97.43
2566,2023-07-09,South,Corporate,Furniture,Bookcases,8,2366.64,0.15,613.36
360,2023-07-10,East,Corporate,Technology,Phones,9,5327.11,0.0,635.65
1615,2023-07-10,South,Consumer,Office Supplies,Binders,2,99.8,0.0,22.64
654,2023-07-10,East,Home Office,Furniture,Bookcases,3,951.99,0.2,64.72
539,2023-07-11,East,Corporate,Office Supplies,Binders,9,308.57,0.15,-9.74
2488,2023-07-11,South,Home Office,Technology,Phones,4,2043.71,0.1,412.15
338,2023-07-11,West,Corporate,Technology,Phones,2,1017.91,0.0,67.82
891,2023-07-11,West,Home Office,Furniture,Tables,2,665.55,0.0,67.56
1669,2023-07-11,West,Consumer,Technology,Phones,9,5499.76,0.0,818.01
25,2023-07-11,North,Consumer,Furniture,Tables,5,1465.06,0.1,114.34
2022,2023-07-12,West,Consumer,Office Supplies,Storage,6,369.22,0.0,123.68
1209,2023-07-13,North,Consumer,Office Supplies,Binders,1,61.05,0.0,20.53
963,2023-07-13,West,Consumer,Furniture,Chairs,7,2644.28,0.3,-259.6
611,2023-07-13,North,Home Office,Furniture,Chairs,7,1552.54,0.0,131.47
1808,2023-07-13,West,Consumer,Technology,Accessories,9,3713.82,0.2,267.49
826,2023-07-14,East,Corporate,Office Supplies,Storage,7,244.24,0.0,57.7
1565,2023-07-14,North,Corporate,Office Supplies,Paper,4,182.07,0.15,4.48
312,2023-07-14,East,Corporate,Office Supplies,Binders,5,183.15,0.0,51.27
825,2023-07-14,East,Consumer,Technology,Phones,1,261.37,0.3,7.57
2829,2023-07-15,South,Home Office,Office Supplies,Paper,6,200.24,0.1,45.9
1664,2023-07-15,North,Consumer,Technology,Machines,6,2507.1,0.3,293.69
526,2023-07-15,East,Consumer,Office Supplies,Paper,8,238.16,0.15,26.24
2322,2023-07-15,East,Home Office,Office Supplies,Binders,8,386.84,0.3,-14.65
423,2023-07-15,North,Home Office,Technology,Accessories,8,4383.19,0.3,184.4
1074,2023-07-15,South,Corporate,Technology,Accessories,1,315.45,0.0,67.51
2995,2023-07-15,East,Home Office,Technology,Phones,6,3285.38,0.2,129.6
2754,2023-07-17,South,Consumer,Technology,Accessories,1,469.49,0.0,59.66
237,2023-07-17,South,Home Office,Technology,Machines,9,5447.64,0.0,280.6
2881,2023-07-17,North,Consumer,Furniture,Chairs,9,3029.97,0.15,478.3
1981,2023-07-17,South,Corporate,Office Supplies,Paper,1,25.64,0.2,-1.28
1052,2023-07-17,West,Home Office,Office Supplies,Paper,6,334.06,0.1,87.75
1745,2023-07-18,East,Home Office,Office Supplies,Storage,8,428.0,0.0,87.15
2840,2023-07-18,East,Home Office,Technology,Phones,6,2892.52,0.3,-235.29
2515,2023-07-19,West,Consumer,Office Supplies,Storage,2,53.2,0.0,14.79
1412,2023-07-19,East,Corporate,Technology,Accessories,9,3464.02,0.0,1138.42
2505,2023-07-19,North,Consumer,Office Supplies,Paper,7,419.86,0.15,89.86
1297,2023-07-20,North,Corporate,Technology,Accessories,2,874.59,0.2,-33.81
119,2023-07-20,East,Home Office,Technology,Phones,6,2076.78,0.1,164.0
1370,2023-07-20,North,Home Office,Furniture,Bookcases,8,2220.04,0.15,444.53
241,2023-07-20,East,Consumer,Technology,Phones,4,1151.83,0.15,137.57
708,2023-07-20,North,Consumer,Office Supplies,Binders,2,114.79,0.15,12.06
2704,2023-07-21,East,Corporate,Technology,Machines,4,1397.87,0.0,210.76
1145,2023-07-21,West,Consumer,Furniture,Tables,4,614.95,0.2,2.14
79,2023-07-21,South,Home Office,Furniture,Chairs,4,1338.6,0.0,325.88
2188,2023-07-21,North,Consumer,Office Supplies,Binders,6,158.94,0.1,37.39
2836,2023-07-22,North,Consumer,Office Supplies,Binders,2,84.59,0.0,26.21
2613,2023-07-22,North,Corporate,Furniture,Tables,2,627.09,0.0,85.93
230,2023-07-22,South,Corporate,Office Supplies,Binders,5,233.16,0.3,-3.22
668,2023-07-22,South,Corporate,Office Supplies,Paper,6,310.29,0.1,62.01
471,2023-07-23,North,Corporate,Technology,Accessories,6,3577.06,0.0,685.63
1961,2023-07-23,North,Consumer,Office Supplies,Storage,4,130.97,0.1,14.1
813,2023-07-24,East,Corporate,Office Supplies,Paper,5,180.92,0.0,51.74
2819,2023-07-24,East,Home Office,Furniture,Bookcases,6,1736.81,0.1,282.63
1754,2023-07-25,South,Corporate,Office Supplies,Paper,9,307.76,0.2,35.57
2356,2023-07-25,West,Consumer,Office Supplies,Storage,7,328.7,0.1,22.7
65,2023-07-25,East,Consumer,Office Supplies,Binders,5,126.73,0.0,22.16
1986,2023-07-25,North,Consumer,Technology,Phones,7,2705.35,0.1,711.45
1875,2023-07-26,North,Corporate,Office Supplies,Binders,3,187.98,0.1,42.23
138,2023-07-26,South,Home Office,Office Supplies,Paper,4,110.74,0.1,20.21
781,2023-07-26,East,Corporate,Technology,Machines,7,3499.62,0.0,1025.66
1732,2023-07-27,South,Corporate,Office Supplies,Paper,3,163.62,0.0,15.34
280,2023-07-27,West,Corporate,Furniture,Bookcases,4,1272.38,0.2,167.86
1838,2023-07-27,East,Consumer,Office Supplies,Paper,4,214.45,0.15,53.76
2276,2023-07-27,East,Corporate,Office Supplies,Binders,3,177.97,0.1,31.02
2682,2023-07-28,North,Consumer,Office Supplies,Storage,7,431.79,0.3,51.53
1290,2023-07-28,North,Home Office,Furniture,Tables,7,1204.99,0.0,194.87
2263,2023-07-28,North,Corporate,Office Supplies,Storage,3,89.41,0.0,21.23
1156,2023-07-29,West,Corporate,Technology,Phones,4,1552.14,0.0,137.03
1113,2023-07-29,West,Corporate,Technology,Phones,6,1836.42,0.3,-5.65
2954,2023-07-29,West,Corporate,Furniture,Tables,6,2286.75,0.0,155.94
1677,2023-07-29,North,Consumer,Office Supplies,Paper,1,31.17,0.2,6.61
2691,2023-07-30,South,Consumer,Office Supplies,Paper,9,513.01,0.15,61.06
2729,2023-07-30,North,Home Office,Technology,Accessories,3,1041.28,0.0,261.52
2535,2023-07-30,North,Home Office,Technology,Phones,5,1301.94,0.3,175.71
905,2023-07-31,East,Consumer,Furniture,Chairs,4,706.13,0.15,179.07
2915,2023-08-01,West,Corporate,Technology,Accessories,9,3198.88,0.1,129.2
667,2023-08-01,West,Home Office,Office Supplies,Storage,8,228.23,0.1,30.93
2622,2023-08-01,South,Home Office,Furniture,Tables,1,193.62,0.0,43.1
2459,2023-08-01,East,Corporate,Office Supplies,Storage,3,161.71,0.1,30.29
2456,2023-08-01,South,Home Office,Office Supplies,Binders,7,273.59,0.0,63.59
1785,2023-08-02,West,Home Office,Office Supplies,Binders,3,85.26,0.2,9.45
853,2023-08-02,West,Home Office,Technology,Machines,8,3927.23,0.0,1342.89
2912,2023-08-02,South,Consumer,Furniture,Tables,9,3074.89,0.0,928.99
11,2023-08-03,South,Consumer,Technology,Accessories,3,1887.33,0.2,263.84
1191,2023-08-03,South,Home Office,Furniture,Tables,5,1246.99,0.1,279.26
595,2023-08-03,North,Consumer,Office Supplies,Paper,5,271.31,0.0,15.8
1082,2023-08-04,South,Consumer,Furniture,Chairs,1,177.6,0.1,2.0
1550,2023-08-04,West,Home Office,Office Supplies,Binders,7,168.34,0.1,7.86
1600,2023-08-04,East,Corporate,Office Supplies,Binders,3,88.76,0.2,4.44
2342,2023-08-04,West,Consumer,Office Supplies,Storage,4,133.91,0.1,5.05
1404,2023-08-04,North,Consumer,Office Supplies,Binders,6,155.16,0.0,23.76
1992,2023-08-04,West,Corporate,Furniture,Bookcases,1,361.08,0.15,26.63
876,2023-08-04,South,Home Office,Office Supplies,Binders,6,240.37,0.0,69.94
1995,2023-08-05,West,Corporate,Technology,Phones,3,1668.07,0.0,279.69
732,2023-08-05,West,Corporate,Office Supplies,Binders,1,40.16,0.1,-0.22
625,2023-08-05,West,Home Office,Furniture,Bookcases,7,1780.99,0.0,235.27
2563,2023-08-05,East,Consumer,Furniture,Bookcases,5,1432.49,0.0,194.7
92,2023-08-05,East,Corporate,Office Supplies,Storage,2,103.21,0.3,1.98
552,2023-08-05,North,Home Office,Office Supplies,Storage,8,394.28,0.1,58.17
1379,2023-08-05,East,Consumer,Office Supplies,Binders,7,294.72,0.2,16.61
1533,2023-08-06,North,Home Office,Office Supplies,Storage,5,144.56,0.1,10.27
2025,2023-08-06,North,Consumer,Furniture,Chairs,9,1959.63,0.15,259.4
2229,2023-08-06,East,Corporate,Office Supplies,Storage,2,112.1,0.1,20.57
134,2023-08-06,North,Corporate,Office Supplies,Paper,9,568.93,0.0,116.98
1110,2023-08-06,West,Consumer,Furniture,Tables,8,1574.7,0.3,40.94
472,2023-08-06,East,Home Office,Office Supplies,Binders,1,63.95,0.0,14.3
642,2023-08-08,North,Home Office,Furniture,Chairs,6,1927.8,0.3,149.08
2551,2023-08-08,West,Home Office,Technology,Accessories,5,3106.55,0.1,715.33
466,2023-08-08,South,Corporate,Office Supplies,Paper,9,280.5,0.2,19.1
2810,2023-08-08,East,Consumer,Office Supplies,Paper,2,50.73,0.15,-1.52
2966,2023-08-08,East,Corporate,Office Supplies,Binders,5,214.81,0.1,61.99
2044,2023-08-08,East,Corporate,Office Supplies,Paper,1,50.49,0.0,16.22
215,2023-08-08,South,Corporate,Office Supplies,Storage,7,363.59,0.1,52.41
2167,2023-08-08,West,Consumer,Office Supplies,Paper,7,341.08,0.0,20.01
343,2023-08-08,North,Corporate,Technology,Accessories,3,1121.03,0.15,96.41
2812,2023-08-08,East,Consumer,Technology,Accessories,3,1856.51,0.0,116.82
2713,2023-08-09,West,Consumer,Office Supplies,Storage,5,271.63,0.0,58.5
2096,2023-08-09,East,Consumer,Technology,Phones,1,379.46,0.1,95.32
2423,2023-08-09,West,Consumer,Office Supplies,Paper,5,227.32,0.15,-3.4
1661,2023-08-10,South,Corporate,Furniture,Tables,2,463.41,0.0,106.77
1213,2023-08-10,North,Home Office,Office Supplies,Paper,6,355.95,0.1,34.24
2597,2023-08-10,West,Home Office,Office Supplies,Binders,5,215.88,0.0,19.67
591,2023-08-11,South,Home Office,Technology,Phones,8,2768.15,0.15,-67.52
951,2023-08-11,North,Consumer,Office Supplies,Storage,3,138.85,0.15,17.0
1438,2023-08-11,East,Consumer,Furniture,Chairs,4,1304.41,0.15,-15.12
1999,2023-08-11,West,Home Office,Technology,Accessories,1,280.77,0.0,43.42
485,2023-08-11,North,Corporate,Office Supplies,Paper,6,208.03,0.0,24.78
1822,2023-08-11,West,Home Office,Technology,Machines,3,833.18,0.1,237.44
1646,2023-08-11,East,Corporate,Furniture,Tables,7,1809.91,0.0,547.51
2553,2023-08-11,West,Consumer,Furniture,Bookcases,4,1153.59,0.15,135.12
1589,2023-08-12,East,Consumer,Office Supplies,Paper,6,333.98,0.3,-1.97
727,2023-08-12,East,Consumer,Office Supplies,Storage,8,320.58,0.0,86.5
1657,2023-08-12,West,Consumer,Furniture,Tables,2,662.88,0.15,40.32
1638,2023-08-12,South,Home Office,Furniture,Tables,3,1149.33,0.0,296.18
2663,2023-08-12,West,Consumer,Furniture,Bookcases,7,2732.11,0.0,718.19
975,2023-08-13,East,Corporate,Furniture,Tables,8,2781.41,0.0,383.69
1803,2023-08-13,West,Consumer,Office Supplies,Paper,9,469.72,0.0,104.61
217,2023-08-13,South,Home Office,Technology,Accessories,8,3110.95,0.15,7.36
1047,2023-08-13,South,Home Office,Furniture,Chairs,5,1039.82,0.15,134.07
175,2023-08-13,North,Corporate,Office Supplies,Storage,8,213.99,0.0,40.5
189,2023-08-13,South,Home Office,Technology,Machines,3,1917.15,0.0,119.07
1518,2023-08-14,East,Corporate,Technology,Phones,8,4544.49,0.2,850.55
1275,2023-08-14,North,Home Office,Furniture,Chairs,2,663.92,0.0,164.53
329,2023-08-14,West,Consumer,Office Supplies,Storage,2,111.98,0.1,26.63
2578,2023-08-14,East,Corporate,Office Supplies,Binders,7,271.33,0.15,65.53
2198,2023-08-14,South,Home Office,Office Supplies,Storage,7,381.69,0.1,82.82
1574,2023-08-14,West,Corporate,Office Supplies,Storage,6,278.37,0.15,-1.25
1532,2023-08-14,North,Consumer,Technology,Machines,2,912.42,0.0,96.77
294,2023-08-15,South,Corporate,Furniture,Tables,2,758.63,0.1,25.02
2930,2023-08-15,West,Corporate,Office Supplies,Binders,3,156.39,0.0,50.56
1352,2023-08-15,West,Corporate,Furniture,Chairs,3,499.22,0.1,109.56
2700,2023-08-15,North,Consumer,Office Supplies,Binders,3,86.57,0.0,28.15
2479,2023-08-15,West,Home Office,Furniture,Tables,1,387.4,0.0,101.54
1685,2023-08-15,South,Corporate,Technology,Phones,9,4176.83,0.0,1340.13
671,2023-08-15,North,Home Office,Technology,Machines,4,2119.02,0.0,673.15
2999,2023-08-15,North,Consumer,Technology,Phones,1,367.3,0.3,16.17
2531,2023-08-16,East,Home Office,Technology,Machines,8,4564.36,0.1,388.96
914,2023-08-16,East,Consumer,Furniture,Bookcases,1,194.82,0.0,11.21
2822,2023-08-16,West,Consumer,Office Supplies,Binders,4,220.09,0.1,4.21
1081,2023-08-16,East,Corporate,Office Supplies,Paper,1,45.39,0.0,9.19
669,2023-08-17,East,Consumer,Office Supplies,Storage,2,123.83,0.0,23.15
1234,2023-08-17,North,Corporate,Technology,Machines,4,1511.08,0.15,283.88
1387,2023-08-17,North,Consumer,Office Supplies,Storage,5,206.15,0.1,20.47
1020,2023-08-17,South,Consumer,Office Supplies,Storage,4,172.25,0.0,35.22
949,2023-08-17,West,Home Office,Office Supplies,Binders,4,153.04,0.0,30.11
1933,2023-08-17,West,Home Office,Furniture,Chairs,4,1158.14,0.1,12.56
2650,2023-08-17,North,Home Office,Furniture,Chairs,1,173.1,0.1,21.03
782,2023-08-17,North,Home Office,Office Supplies,Binders,1,59.8,0.15,2.09
323,2023-08-18,West,Corporate,Office Supplies,Paper,2,98.41,0.2,16.24
2251,2023-08-18,South,Home Office,Furniture,Bookcases,2,776.71,0.0,163.62
603,2023-08-18,South,Consumer,Furniture,Tables,8,2606.56,0.1,693.38
2669,2023-08-19,South,Consumer,Technology,Accessories,2,720.52,0.0,228.58
173,2023-08-19,South,Home Office,Furniture,Tables,9,3021.93,0.2,283.08
1926,2023-08-19,East,Corporate,Office Supplies,Paper,1,28.4,0.0,6.36
115,2023-08-19,South,Home Office,Office Supplies,Storage,6,319.04,0.3,-20.01
149,2023-08-19,North,Home Office,Office Supplies,Binders,8,213.91,0.0,69.78
1065,2023-08-19,West,Consumer,Office Supplies,Storage,5,295.14,0.2,62.87
2427,2023-08-19,East,Corporate,Furniture,Chairs,6,1824.13,0.2,7.56
898,2023-08-19,East,Home Office,Technology,Accessories,1,432.38,0.0,68.73
2529,2023-08-20,East,Home Office,Furniture,Chairs,4,1371.15,0.1,367.21
2501,2023-08-20,West,Consumer,Technology,Accessories,7,2982.25,0.1,864.74
277,2023-08-21,South,Consumer,Furniture,Chairs,7,1319.32,0.0,172.11
1656,2023-08-21,East,Consumer,Office Supplies,Binders,4,252.02,0.3,-15.0
1643,2023-08-21,South,Home Office,Technology,Phones,3,774.28,0.0,120.16
910,2023-08-21,East,Consumer,Office Supplies,Binders,3,181.58,0.15,42.93
565,2023-08-21,West,Consumer,Furniture,Bookcases,1,391.4,0.0,59.32
842,2023-08-21,South,Consumer,Office Supplies,Binders,4,192.57,0.3,-13.28
